id,title
19,"45 2016 btnmt 26 12 2016 tàn khoáng khoáng mẫn cáo quở dộng khoáng khoáng sửn phê khoáng khoáng 5368 28 12 2018 vễ mệc phê duyết thăm khoáng sơn sói liện 2025 2030 502 10 02 2020 phê đấu khoáng thẩm phép 3447 21 8 2020 phê khoáng cáo thăm khoáng nhiễm mân sơn 4588 26 10 2020 tịch chấp trương nhiễm măn cặt hệa kập sơn phép khoáng 01 03 2021 cáng","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
20,"tờ 210 stnmt 31 3 2021","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
21,"2802795227 40 liến 20 sơn","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
22,"nhiềm mận sơn phục sơn 83 800 m2 giới góc 2 3 4 5 6 7 8 9 10 toạ 01","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
23,"12 889 143 m3","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
24,"suất 44 000 m3","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
25,"nộp lệ phép khoáng lệ","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
26,"tọa suất phép","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
27,"nộp thẩm phê thâm cáo tọa giới phép đích đầt thuê","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
28,"cáo khoáng quản nghí sơn phê phục","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
29,"thuật thuật phái biện","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
30,"cáo khoáng thẩm","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
31,"soát khoáng trật đấu đừng biện phục kịp cáo","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
32,"phục cáo ký khoáng","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
33,"phép ký thuê nộp","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
34,"thẩm phê ký điểu quản thẩm","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
35,"tịch khoáng tịch sơn hcc t320","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
36,"01 tọa nhiểm mận nghisơn phép khoáng 2021 toạ 2000 tuyến 10500 30 góc 2166 027 00 584 538 00 2165 852 00 584 584 00 2 2165 776 16 584 624 00 3 2165 506 89 584 849 81 4 2165 400 42 585 035 04 5 2165 386 03 584 963 62 6 2165 438 00 584 819 00 7 2165 608 00 584 585 00 8 2165 811 68 584 471 92 9 2166 001 22 584 449 30 10 83 800 m2","DT-VBDTPT12870403-4-20211617528081813trangnt06.04.2021_01h34p24_giangld_10-04-2021-05-32-00_signed.txt"
37,"1776 12 10 2020 phép khoáng chức 19 6 2015 khoáng 60 2010 qh12 17 11 2010","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
38,"158 2016 29 11 2016 tiết khoáng 60 2010 qh12 45 2013qh13 29 11 2013","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
39,"33 2014 15 5 2014 tiết 38ct 29 9 2020 quản thàm khẩu khoáng 45 2016 btnmt 26 12 2016","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
40,"31 2017 b1 2017","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
41,"45 2016 btnmt 26 12 2016 thâm khoáng cáo khoáng khoáng phê khoáng khoáng 5368 28 12 2018 vế phê thâm áb khoáng cót sởi 2025 2030 461 01 02 2018 phê sơn cáo thâm khoáng vlxd 62 thiệu 954 20 3 2018 phê phục mội 62 thiệu thiệu 1lóa 1491 17 5 2012 phê duiệt trúng 62 thiệu thiệu vĩnh 2 1715 06 6 2012 vế giáy thức khoáng thuê","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
42,"vĩnh 62 thiệu thiệu hiáy phép khoáng xảo thuê 327 18 10 2018 vĩnh 62 thiệu thiệu 12419 1bnd 08 9 2020 chấp trương 1ĩĩh cứt 62 thiệc thiệu 49 073 m2 22 000 m3 05 10 2020 sơi vĩnh phép khoáng 62 thiệu thiệu tờ 1018 stnmt 12 10 2020","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
43,"phép vĩnh khoáng 62 thiệu thiệu 15 giới góc 6 tọa","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
44,"khoáng 211 520 m2 185 915 m3 25 605 m3 phép 194 756 m2 171 180 m3 23 576 m3","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
45,"suất 22 000 m3","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
46,"vĩnh trách nhiệm","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
47,"nộp lệ phép khoáng lệ","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
48,"nộp phê thẩm quyến quản giới phép cáo","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
49,"thuật thuật biện","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
50,"cáo khoáng thẩm","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
51,"khoáng trật đừng biện phục kịp cáo","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
52,"phục cáo ký khoáng","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
53,"phép náy ký 1715 06 6 2012 phép 327 18 10 2018","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
54,"4 phép vĩnh phép","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
55,"môt thẩm phê ký","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
56,"tịch vĩnh tịch thiệu thiệu tungct","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
57,"5 01 tọa 62 thiệu thiệu iiấy phép khoáng 2020 toạ 2000 góc tuyến 10500 30 2200 933 00 579 742 00 2 2200 920 00 579 873 00 3 2200 331 00 579 804 00 4 2199 854 00 579 537 00 5 2199 899 00 579 445 00 6 2200 361 00 579 652 00 15","DT-VBDTPT189532386-10-20201602493160803_(quyennd)(12.10.2020_16h07p31)_signed.txt"
58,"2426 02 12 2020 phép ngườn tịch chức 19 6 2015 17 2012 qh13 21 6 2012 201 2013 27 11 2013","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
59,"tiết 60 2016 01 7 2016 mội tàt 76 2017 btnmt 29 12 2017 tàn 27 2014 btnmt 39 5 2014 tùn vệc ký duới mắu giấp phép 56 2014 btnmt 24 9 2014 chức điển mước cáo phép 3074 2013 30 8 2013 quản giấu phép sơn 11 11 2020 tờ 1296 stnmt 01 12 2020","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
60,"phép sơn sơn","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
61,"cháy sơn sơn","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
62,"tọa toạ vn2000 tuyến","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
63,"105 30 2192225 561882","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
64,"thức mương gom thức chảy","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
65,"nhiễm phép xượt phép nhiễm 28 2010 btnmt ký thuật","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
66,"giới nhiễm 28 2010 btnmt 2 6 5 8 5 bod5 20c 50 2 cod 100 3 lửng tss 100 4 5 sunfua 4 amoni 10 6 7 nitrat 50 8 phosphat 10 mỡ 20 9 10 coliorms mpn 100m","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
67,"5000 11 salmonella khuẩn 100 kph 12 shigella khuẩn 100m","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
68,"kph 13 vibrio cholerae khuẩn 100ml kph 7","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
69,"phép 5 ký phép","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
70,"tuân phép điên phép","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
71,"17 2012 qh13 21 6 2012","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
72,"trắc trắc trắc tực","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
73,"trắc suất trác 03","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
74,"trắc trắc 50m 50m trắc 08 2015 btnmt thuật suất trắc 03","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
75,"gom báy phép","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
76,"trách nhiệm 6 phép phái ngừng biện phục","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
77,"quản ngừng phục nhiễm nguôn cáo","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
78,"hằng 15 12 cáo sơn gom trắc","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
79,"sơn 38 quyên","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
80,"phối sơn 4 trách nhiệm nhiệm quản sơn","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
81,"tịch sơn tịch quản cáo 10 sơn pgnn","DT-VBDTPT205671098-12-20201606808822702_(quyennd)(02.12.2020_08h00p36)_signed.txt"
82,"1206 06 7 2020 phép ngườn tịch chức 19 6 2015 17 2012 qh13 21 6 2012 201 2013 27 11 2013 tiết 64 2016 01 7 2016 27 2014 btnmt 30 5 2014 tùn ký nưác đát mầu giấp phép 36 2014 btnmt 24 9 2014 môt chức điểu cáo phép 76 2017 btnmt 29 12 2017 tùn mước súc 3074 2013 30 8 2013 quản phép tnhi lade 21 6 2020 tờ 635 stnmt 02 7 2020","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
83,"phép jade quảng","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
84,"2 nắm lade thuê triển dánh phòa 3736 02 10 2018","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
85,"toạ mương lọa 2080","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
86,"tuyến 105 30 thài 2187645 585898","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
87,"2 2187475 5858666","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
88,"nhiễm phép đinh 14 2008 btnmt thuật thất cmax cxk nồng nhiễm 14 2008 btnmt 5 9 2 bod5 200 50 3 lừng tss 100 4 1000 5 sunfua 4 6 amoni 10 7 nitrat no3 50 8 mỡ 20 9 bề 10 10 phosphat po43 10 11 coliforms mpn 100ml 5 000 7","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
89,"phép 05 ký phép","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
90,"tuân phép phép","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
91,"2 38 17 2012 qh13 21 6 2012","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
92,"gom bày phép đám phép phép","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
93,"trắc trắc trắc","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
94,"trắc suất trắc 03","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
95,"trắc trắc 50m 50m trắc 08 2015 btnmt ký thuật cút b1 suất trắc 03","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
96,"quản đừng phục nhiễm cáo biện kịp","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
97,"hằng 15 12 cáo gom trắc","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
98,"phối xát lể luất trách nhiệm nhiệm quản giầy lade","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
99,"chậm 90 phép giầy jade viêt","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
100,"tịch jade tịch quản cáo 10 pgnn","DT-VBDTPT206307824-7-20201593760216044chanth03.07.2020_15h12p05_quyennd_03-07-2020-16-53-39_signed.txt"
101,"4066 09 tháng02 2021 phếp ngườn tịch chức 19 6 2015 17 2012 qh13 21 6 2012 201 2013 27 11 2013","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
102,"tiết 60 2016 01 7 2016 76 2017 btnmt 29 12 2017 tàn đảnh súc 27 2014 btnmt 30 5 2014 kự dước mẫt","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
103,"phép 56 2014 btnmt 24 9 2014 tùn điểu chức cáo phép 3074 2013 30 8 2013 quản giảy phép tnh1 25 11 2020 tờ 01 stnmt 04 01 2021","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
104,"tọa tọa 2000 105","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
105,"30 2197444 546412 3","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
106,"thức chảy bơm","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
107,"nhiễm phép 62 2016 btnmt thuật 6","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
108,"kị 11 39 2011 btnmt ký thuật","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
109,"nhiễm 62 2016 btnmt 6 39 2011 btnmt 5 5 9 2 bod5 66 3 cod 198 lửng 4 99 tss 5 99 6 ôxy 2 7 2 000 natri 8 9 9 clorua 350 10 sunphat so42 600 11 3 12 asen 05 3 13 cadimi 01 14 15 001 16 5 17 05 18 kêm 7n 2 mpn 19 coliforms 5 000 100ml 7","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
110,"phép 05 ký phép","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
111,"tuân phép phép","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
112,"2 38 17 2012 qh13 21 6 2012","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
113,"gom phép đám phép nêu phép","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
114,"trắc trắc trắc","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
115,"trắc trắc sửa","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
116,"suất trắc 03","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
117,"trắc trắc trắc qcvx 08 2015 btnmt thuật b1 suất trắc 03","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
118,"chuân biện phục","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
119,"quản phái đừng phục nhiễm 4 cáo biện kịp","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
120,"hằng 15 12 cáo","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
121,"gom thât trắc","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
122,"phối xát sửa đính nều trách nhiệm vế nhiệm quản sửa","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
123,"phép ký phép 59 04 02 2016 tịch","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
124,"phép nều thánh sửa sửa tiêp phép phép","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
125,"tịch tịch quản cáo","DT-VBDTPT233240042-1-20211610678616996tungct17.01.2021_10h37p42_giangld_09-02-2021-15-23-04_signed.txt"
126,"119 06 7 2020 phép thăm dồ tịch chức 19 6 2015 17 2012 qh13 21 6 2012 201 2013 27 11 2013 60 2016 01 7 2016 nai 72 2017 btnmt 29 12 2017 tùn giếng","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
127,"75 2017 btnmt 29 12 2017 tùn đào thăm 40 2014 btnmt 11 7 2014 đưới 27 2014 btnmt 30 5 2014 mii vuệc ký đuới mắu giấp phép 56 2104 btnmt 24 9 2015 mii chức điểu vắn lận cáo gái phép lài 3074 2013 30 8 2013","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
128,"quản phép thăm 10 6 2020 trưng trởi tờ 633 stnmt 02 7 2020","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
129,"lk1 19 đào thăm thăm","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
130,"đích thăm phục","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
131,"thăm giếng thăm 03 giếng","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
132,"giếng giểng 200 m2 giếng 2 200 m2 giêng 3 100 m3","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
133,"thăm 151 tờ 8","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
134,"2007 nắm giới","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
135,"trời chứng 100216 21 5 2019","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
136,"thăm trias trud giểng thăm 60m","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
137,"phép 02 ký phép","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
138,"tuân điểu phép 2","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
139,"phép thăm giới 3 phép thăm 2013 3","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
140,"3 4 14 201 2013 27 11 2013 tiết 2012 yêu tuân thăm phê thuật thăm thăm chức thẩm phép thăm","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
141,"nhiễm sọt nến cáo biện kịp","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
142,"3 thăm đáp phép","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
143,"thăm nến xâm nhiễm biện thăm đinh 75 2017 77","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
144,"btnmt 29 12 2017 vộ đưới đào thăm giểng thăm","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
145,"72 2017 btnmt 29 12 2017 mệc xở lắp giềng trách nhiệm thăm","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
146,"trời yêu thăm nến","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
147,"thăm phục kịp thiệt bồi nộp cáo thăm thăm thăm hạp thăm quải","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
148,"chậm 90 phép tnhi đần trời thăm","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
149,"tịch trời tịch quản cáo 10","DT-VBDTPT283703636-7-20201593761781080chanth03.07.2020_14h50p51_quyennd_03-07-2020-16-51-54_signed.txt"
